"query","variants","reason","source_files","source_locations","trends_signal"
"spicy chat","spicy chat","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (2).csv","searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (2).csv#38","top"
"split pdf","split pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#14 | searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#9 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv#19 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv#16 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv#39 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv#50 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv#39","rising | top"
"spotify web","spotify web","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#24 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#49","rising | top"
"spotify web player","spotify web player","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#41","rising"
"sso","sso","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#31","rising"
"stock market news","stock market news","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#39 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#42 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#48","rising | top"
"storytelling presentation","storytelling presentation","Generic presentation or unsupported presentation-file intent","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (2).csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (2).csv#17 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv#23","rising"
"stripe news","stripe news","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#22","rising:Breakout"
"supabase news","supabase news","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#35","rising:Breakout"
"tchat gpt","tchat gpt","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811 (1).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812.csv","searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811 (1).csv#11 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812.csv#34","rising | top"
"teams","teams","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (5).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (1).csv","searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (5).csv#16 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (1).csv#21","top"
"technology news today","technology news today","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv | searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (4).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815 (1).csv | searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (6).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#5 | searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808.csv#10 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#19 | searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#22 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#45 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#6 | searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (4).csv#13 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (1).csv#12 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#8 | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815 (1).csv#16 | searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#10 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#45 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (6).csv#40 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#50 | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815 (1).csv#32","rising:Breakout | rising | top | top:Breakout"
"telegram","telegram","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (5).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#38 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (5).csv#14","rising | top"
"telegram desktop","telegram desktop","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (5).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#12 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (5).csv#29","rising | top"
"telegram web","telegram web","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (1).csv | searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816.csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809 (1).csv | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816.csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#46 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (1).csv#19 | searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816.csv#21 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#29 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#51 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809 (1).csv#24 | searched_with_top-searches_Worldwide_20250802-1816_20260802-1816.csv#37","rising | top"
"tesla news today","tesla news today","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#20","rising:Breakout"
"text to pdf","text to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809.csv#46 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv#22 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809.csv#7 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv#15","rising | top"
"text to speech","text to speech","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv","searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv#45","top"
"text to speech ai","text to speech ai","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv","searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv#44","top"
"text to video ai","text to video ai","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv","searched_with_top-searches_Worldwide_20250802-1811_20260802-1811.csv#36","top"
"the file that is linked with an email and sent to the receiver","the file that is linked with an email and sent to the receiver","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#37","rising"
"the presentation of self in everyday life","the presentation of self in everyday life","Generic presentation or unsupported presentation-file intent","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (2).csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv","searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (2).csv#27 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv#30","rising"
"throughstrangelenses","throughstrangelenses","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#7","rising:Breakout"
"tiktok news","tiktok news","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815 (1).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815 (1).csv","searched_with_rising-searches_Worldwide_20250802-1811_20260802-1811.csv#28 | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815 (1).csv#7 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#32 | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815 (1).csv#20","rising | rising:Breakout | top | top:Breakout"
"tiktok news today","tiktok news today","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#6 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (3).csv#42 | searched_with_top-searches_Worldwide_20250802-1812_20260802-1812 (3).csv#48","rising:Breakout | rising | top:Breakout"
"tiktok shop news","tiktok shop news","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv","searched_with_rising-searches_Worldwide_20250802-1812_20260802-1812 (1).csv#34","rising:Breakout"
"tnega","tnega","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#43","rising"
"to parse","to parse","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1816_20260802-1816 (3).csv","searched_with_top-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#2","top"
